,healthScore,cat_1,cat_2,cat_3,cat_5,cat_6,cat_7,cat_8,cat_9,cat_10,cat_12,cat_13,cat_14,googleRating,typeOfFacility_GROCERY STORE 0 TO 15000 SQ FT,typeOfFacility_GROCERY STORE W DELI 0 TO 15000 SQ FT,typeOfFacility_GROCERY STORE W DELI MORE THAN 15000 SQ FT,typeOfFacility_LIMITED FOOD SERVICE CONVENIENCE OTHER,typeOfFacility_MOBILE UNIT FULL FOOD SERVICE,typeOfFacility_NO FEE LICENSE K12 SCHOOLS NON PROFIT,typeOfFacility_RESTAURANT 0 TO 100 SEATS,typeOfFacility_RESTAURANT 101 TO 200 SEATS,typeOfFacility_RESTAURANT MORE THAN 200 SEATS,categoryOfFacility_BARS FRATERNAL ORGANIZATIONS,categoryOfFacility_FAST FOOD LIMITED MENU,categoryOfFacility_FULL MENU LIMITED SERVICE,categoryOfFacility_FULL SERVICE FULL MENU,categoryOfFacility_MOBILE UNITS,categoryOfFacility_RETAIL COMMISSARY
631,5,0,1,0,0,1,0,1,0,0,1,0,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
632,4,0,2,2,0,0,1,1,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
633,4,0,4,4,0,2,0,1,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
634,5,1,1,2,0,1,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
635,5,0,2,0,0,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
636,4,1,2,0,1,1,0,0,1,1,1,1,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
637,4,1,1,2,0,2,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
638,5,0,1,1,0,0,0,1,0,0,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
639,4,0,2,1,0,1,0,1,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
640,5,0,2,1,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
641,4,1,3,2,1,0,0,1,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
642,4,0,2,4,0,2,0,2,2,0,1,0,2,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
643,5,0,1,1,0,1,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
644,5,0,0,1,2,1,0,0,0,0,0,0,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
645,3,3,4,1,3,1,1,2,2,0,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
646,3,1,2,2,1,0,0,2,1,0,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
647,5,0,1,0,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
648,4,0,0,0,2,1,0,0,0,1,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
649,5,0,0,1,0,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
650,4,0,1,0,0,2,0,2,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
651,3,1,4,2,1,2,0,2,2,0,1,1,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
652,5,0,1,1,0,0,0,2,0,0,0,1,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
653,3,0,2,2,1,0,0,0,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
654,5,0,0,0,0,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
655,4,1,3,5,0,0,0,2,0,0,0,0,1,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
656,3,1,1,2,0,0,0,0,1,0,0,1,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
657,5,0,0,0,1,1,0,0,0,0,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
658,5,0,2,0,1,0,0,0,0,0,2,0,0,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
659,3,1,3,2,0,2,0,3,2,0,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
660,4,1,3,1,1,0,0,0,0,0,1,0,0,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
661,5,0,1,0,0,1,0,1,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
662,5,0,1,1,2,0,0,0,1,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
663,5,0,0,0,1,0,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
664,4,1,1,1,0,1,0,2,1,1,1,1,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
665,4,1,1,1,0,0,0,1,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
666,5,0,0,1,0,1,0,0,0,0,1,1,2,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
667,5,1,1,1,0,2,0,0,0,0,0,0,0,High,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
668,5,0,0,0,0,3,0,1,0,0,0,0,0,High,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
669,4,1,1,1,0,1,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
670,5,0,1,0,0,2,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
671,5,0,0,0,1,0,0,0,0,0,1,0,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
672,5,0,1,1,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
673,5,1,0,0,0,0,0,0,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
674,5,0,1,0,0,0,0,2,2,1,0,1,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
675,4,2,3,2,0,3,0,2,0,0,0,1,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
676,5,0,2,0,0,2,0,0,0,0,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
677,5,0,0,0,0,0,0,1,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
678,4,2,2,0,0,1,0,0,0,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
679,5,0,2,1,0,0,0,0,2,0,0,1,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
680,5,0,1,0,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
681,5,0,1,0,0,1,0,0,0,0,2,0,0,High,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
682,5,0,2,0,1,0,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
683,4,0,1,3,0,2,0,1,0,1,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
684,4,2,4,3,0,0,0,2,0,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
685,5,3,0,2,0,1,0,0,0,0,0,1,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
686,4,0,2,1,0,2,0,2,0,0,1,1,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
687,5,1,1,1,1,0,0,0,1,1,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
688,4,0,2,2,0,1,0,0,0,1,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
689,5,1,1,1,1,3,0,0,0,0,1,0,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
690,4,2,3,2,2,0,0,1,1,0,2,0,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
691,5,0,1,1,1,1,0,1,1,0,0,0,1,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
692,4,0,1,2,0,0,0,1,0,0,1,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
693,5,0,1,1,2,0,0,1,1,0,1,1,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
694,3,1,2,2,1,3,0,0,0,0,2,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
695,5,0,1,0,0,2,0,0,0,0,0,0,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
696,5,0,1,1,0,0,1,1,1,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
697,4,0,2,0,1,1,1,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
698,3,2,2,3,1,1,0,1,0,0,1,1,0,Low,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
699,4,0,1,2,0,0,0,1,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
700,5,0,0,2,0,1,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
701,4,1,1,2,2,3,0,0,1,2,2,1,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
702,3,2,2,2,0,2,0,0,1,0,1,0,0,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
703,5,0,1,1,0,1,0,1,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
704,5,0,1,0,1,1,0,0,1,1,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
705,5,0,0,3,0,1,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
706,5,0,1,0,1,0,0,0,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
707,4,0,4,3,0,2,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
708,4,0,1,1,0,0,1,0,0,0,0,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
709,4,1,0,2,1,0,0,1,0,1,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
710,5,0,0,2,0,0,0,0,0,0,1,1,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
711,5,0,0,2,1,0,0,1,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
712,5,0,1,1,1,2,0,1,1,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
713,4,0,2,2,0,3,0,1,1,0,3,0,1,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
714,4,0,3,2,0,1,0,1,1,0,1,1,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
715,4,2,2,1,0,2,0,2,0,1,1,1,1,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
716,5,0,0,0,1,0,0,0,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
717,5,0,1,1,0,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
718,5,0,0,0,1,0,0,0,0,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
719,5,0,0,0,0,1,0,0,0,0,0,0,0,Low,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
720,5,0,1,0,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
721,5,0,1,1,0,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
722,5,1,0,0,0,0,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
723,5,0,0,0,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
724,5,1,1,2,0,2,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
725,5,0,1,0,0,1,0,0,1,0,0,0,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
726,4,2,1,1,0,0,0,2,1,0,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
727,4,1,1,2,0,0,1,0,1,2,2,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
728,3,1,4,4,1,2,0,0,1,0,3,0,0,High,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
729,4,1,1,3,0,1,0,1,0,0,0,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
730,5,0,1,0,0,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
731,5,0,1,1,0,2,0,1,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
732,5,0,2,1,0,0,0,0,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
733,5,0,1,0,0,0,0,1,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
734,4,0,1,0,1,0,0,0,0,0,0,0,1,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
735,4,1,2,1,0,0,0,0,1,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
736,5,0,1,1,0,0,0,0,0,0,1,0,1,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
737,4,1,0,1,0,0,0,2,0,1,2,0,1,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
738,5,1,3,0,0,1,1,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
739,4,0,2,0,1,0,0,1,1,0,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
740,4,2,2,0,1,0,0,1,1,1,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
741,4,1,1,1,0,1,0,1,0,1,1,1,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
742,5,0,2,1,0,0,0,0,2,0,2,2,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
743,4,0,1,3,0,0,0,0,1,0,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
744,5,0,1,0,0,0,0,0,0,1,0,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
745,5,1,2,1,0,0,0,0,1,0,1,1,1,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
746,4,0,2,1,0,0,0,0,0,1,0,0,1,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
747,4,0,2,1,0,1,1,3,0,1,2,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
748,4,0,2,1,0,0,0,0,0,0,0,0,0,High,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
749,5,0,1,0,0,0,0,1,0,0,0,0,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
750,5,0,1,0,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
751,3,3,3,3,1,2,0,1,0,2,0,1,2,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
752,5,0,0,1,1,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
753,5,0,2,0,1,1,0,0,0,0,0,0,0,High,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
754,5,0,0,0,2,1,0,0,1,0,0,0,1,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
755,5,0,1,0,2,0,0,1,1,0,1,0,2,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
756,4,1,1,0,0,1,0,2,1,1,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
757,4,0,1,2,0,0,0,2,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
758,4,1,2,2,0,1,0,0,1,0,1,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
759,5,0,1,0,0,1,0,0,0,0,0,0,1,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
760,3,0,2,1,2,1,0,0,2,1,1,1,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
761,3,3,1,2,0,0,0,1,0,0,1,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
762,3,0,2,0,2,1,0,0,1,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
763,3,2,3,1,0,1,0,0,0,2,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
764,5,0,1,0,0,0,0,0,1,1,0,0,1,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
765,4,0,2,1,0,1,0,0,0,1,1,0,0,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
766,5,0,1,0,0,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
767,3,2,1,0,1,0,0,0,0,0,1,0,0,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
768,5,0,0,0,0,1,0,0,0,0,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
769,5,0,2,1,1,0,0,0,0,0,1,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
770,5,0,0,1,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
771,5,1,1,0,0,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
772,5,0,1,0,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
773,5,1,0,1,1,2,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
774,5,0,1,0,1,1,0,0,0,0,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
775,4,1,2,0,0,2,0,1,0,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
776,3,1,2,1,1,1,0,0,0,0,0,0,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
777,5,0,1,0,2,1,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
778,5,0,0,0,0,1,0,0,0,1,1,0,0,High,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
779,5,0,1,1,0,1,0,0,0,1,1,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
780,4,1,1,0,1,1,1,0,0,0,0,0,1,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
781,3,1,2,1,1,0,0,0,1,0,0,0,1,High,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
782,5,0,0,1,1,0,0,1,0,0,1,0,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
783,4,0,1,1,0,0,0,1,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
784,4,0,0,2,0,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
785,5,0,0,0,0,0,0,0,0,0,0,0,1,Low,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
786,4,2,1,0,1,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
787,5,0,1,0,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
788,5,0,0,2,2,0,0,2,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
789,4,0,0,1,0,0,0,1,1,1,1,1,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
790,5,0,0,0,2,0,0,0,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
791,4,1,2,2,0,2,0,0,0,0,3,1,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
792,4,0,1,2,0,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
793,5,0,1,1,0,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
794,4,1,0,0,0,0,0,0,0,1,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
795,5,0,1,0,1,0,0,0,1,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
796,5,0,0,0,0,0,0,1,1,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
797,5,0,0,0,1,0,0,0,0,1,1,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
798,5,0,1,1,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
799,5,0,0,0,1,1,0,0,0,1,1,0,0,High,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
800,4,0,0,1,0,0,0,0,0,0,1,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
801,5,0,0,0,1,0,0,0,0,0,0,0,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
802,3,1,2,1,1,1,0,1,1,0,1,1,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
803,5,0,0,1,0,0,0,0,0,1,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
804,4,0,0,1,0,0,0,1,1,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
805,5,0,1,0,0,1,0,0,1,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
806,5,0,2,0,0,0,0,0,1,0,1,0,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
807,3,1,1,1,0,1,0,1,1,0,1,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
808,5,0,0,0,0,0,0,1,0,1,0,1,0,High,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
809,4,0,1,1,0,0,0,1,0,0,0,0,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
810,5,0,1,0,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
811,4,1,1,1,0,0,0,0,0,0,2,0,0,High,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
812,5,1,2,1,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
813,5,0,1,1,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
814,4,0,1,0,0,1,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
815,5,0,0,0,0,0,0,0,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
816,5,1,0,0,0,0,0,0,0,0,0,0,0,High,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
817,5,0,2,0,0,0,0,0,0,0,0,0,0,High,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
818,3,1,1,0,0,1,0,0,0,1,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
819,3,1,2,1,1,2,1,0,0,2,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
820,3,0,1,1,1,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
821,5,0,0,0,0,1,0,0,0,0,1,0,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
822,3,0,1,1,1,0,0,1,1,0,0,1,0,Low,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
823,4,1,0,1,1,1,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
824,5,0,0,0,0,0,1,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
825,4,0,1,0,1,1,0,1,1,0,0,1,1,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
826,4,0,0,1,0,0,0,0,0,0,1,0,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
827,3,1,1,0,1,0,0,1,0,1,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
828,4,0,0,0,1,1,0,0,0,0,0,0,1,High,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
829,5,0,1,0,0,0,0,0,0,0,0,0,0,High,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
830,5,0,1,0,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
831,5,1,0,0,0,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
832,3,1,1,1,0,0,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
833,3,1,0,1,1,1,0,1,1,0,2,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
834,3,0,0,1,0,0,0,1,0,1,1,1,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
835,4,0,0,0,0,1,0,1,1,0,1,1,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
836,5,0,0,1,0,1,0,0,0,0,0,0,0,High,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
837,3,1,1,2,1,1,0,1,0,1,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
838,3,2,1,2,0,1,0,1,1,0,2,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
839,3,0,1,1,1,0,0,1,0,0,0,1,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
840,5,0,0,0,0,0,0,0,0,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
841,5,0,0,1,0,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
842,4,1,0,0,0,0,0,0,0,0,0,0,0,High,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
843,5,0,0,0,0,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
844,4,0,2,1,0,1,0,0,0,0,0,0,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
845,5,0,0,1,0,0,0,0,1,0,1,1,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
846,3,1,1,1,0,1,1,0,1,1,0,1,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
847,5,0,1,0,0,0,0,0,0,0,0,0,0,High,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
848,4,0,1,1,0,0,0,0,0,0,0,0,0,High,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
849,4,0,1,1,0,1,0,0,1,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
850,3,0,1,1,0,0,0,1,0,0,0,0,0,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
851,5,0,0,1,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
852,4,2,0,1,0,1,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
